title,content
Recebi uma cobrança e não realizei a contratação do benefício.,"Se você acessou o nosso site Simule: https://simule.totalpass.com/br e, após fazer a simulação, seguiu adiante, parabéns! Você contratou o benefício.

Mas, se precisar realizar o distrato, sem problemas! Nos avise por aqui e estaremos prontos para ajudar.

Caso você possua o benefício através de canal parceiro (VR, Flash, Swile...) deve entrar em contato com o canal para maiores informações. "
Tenho o benefício da TotalPass por meio de uma parceria. Vou ter alguma cobrança extra?,"Se você utiliza a TotalPass por meio de um parceiro, não se preocupe! Sua empresa não receberá nenhuma cobrança direta da TotalPass, a menos que tenha optado pelo pagamento da mensalidade do colaborador via desconto em folha.
"
Qual a data da cobrança da coparticipação no pagamento via cartão de crédito?,"Olha só como funciona para o beneficiário:

Se o pagamento for via cartão de crédito, não há uma data fixa para a cobrança. Assim que o beneficiário ativa o plano pela primeira vez e faz o primeiro check-in, a cobrança é realizada, e esse dia se torna o 1º dia do ciclo dele. Agora, se o beneficiário contratar o plano e não fizer nenhum check-in até o 8º dia após a adesão, a cobrança será feita automaticamente nesse 8º dia, que então se torna o 1º dia do ciclo.

Para os beneficiários que já tiveram um plano com a gente, a cobrança ocorre logo após o cartão de crédito ser cadastrado, e a renovação acontece a cada 30 dias."
Qual a data da cobrança da coparticipação no pagamento via desconto em folha?,"Caso o pagamento for por desconto em folha, o fechamento é realizado no dia 10 de cada mês. O valor é disponibilizado no Portal RH, onde o RH tem 3 dias para fazer qualquer contestação. Após esse período, o boleto será emitido e ficará disponível para pagamento no dia 10 do mês seguinte.

Se precisar de mais algum ajuste ou revisão, conte com a gente."
Qual a forma de pagamento dos dependentes?,"Os dependentes podem ficar tranquilos! O pagamento é realizado via cartão de crédito, solicitado no momento da adesão ao plano. Simples e prático!
Ah, só um detalhe: as informações deste artigo são voltadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: https://simule.totalpass.com/br.

Qualquer coisa, estamos aqui para ajudar."
Qual a forma de pagamento dos colaboradores?,"O pagamento dos colaboradores é, por padrão, realizado via cartão de crédito, solicitado durante a adesão.
Se preferir o desconto em folha, entre em contato com o nosso time de Customer Service para verificar a disponibilidade dessa opção. Esse contato pode ser via chat no site (por aqui) ou através da nossa Central de Ajuda.

Ah, só um detalhe: essas informações são para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: Simule.

"
Quantos dependentes o colaborador pode cadastrar?,"Com a TotalPass, cada colaborador pode cadastrar até 3 dependentes. A empresa tem a liberdade de definir se esses dependentes serão apenas familiares legais (como pai, mãe, cônjuge), ou se também poderão incluir amigos e outros parentes.

"
Quantas vezes por dia o colaborador pode ir à academia?,"Um toque de saúde por dia! Cada colaborador pode utilizar a TotalPass uma vez ao dia para se manter ativo e saudável.
"
E se meu colaborador já utilizar SmartFit?,"Seu colaborador pode realizar a migração de plano de forma simples! Após fazer o cadastro e escolher o plano que atenda à rede SmartFit na TotalPass, basta informar na unidade onde está matriculado que deseja migrar para a TotalPass. A SmartFit cuidará da migração sem cobrar nenhuma multa por cancelamento.

Atenção: Caso haja pendência financeiroa com a unidade, será necessário a regularização. "
Como realizar uma atualização cadastral do colaborador?,"Atualmente, devido à LGPD, os dados do colaborador só podem ser alterados por ele mesmo. As alterações podem ser feitas diretamente pelo app ou entrando em contato com o SAC pelo e-mail sac@totalpass.com.br.

"
Meu colaborador tem cadastro ativo em outra empresa.,"Se o colaborador estiver com o ciclo ativo em outra empresa, ele precisará cancelar o plano caso a empresa anterior não tenha feito o cancelamento. A troca de empresa só poderá ser realizada após o término do ciclo. Assim que o ciclo se encerrar, o colaborador poderá entrar em contato com o nosso SAC para realizar a troca de empresa.

"
"Após a solicitação de distrato, preciso cumprir aviso prévio?","Sim, é necessário cumprir o aviso prévio, mantendo os serviços ativos e o pagamento durante 30 dias.
"
Como solicitar o distrato?,"Lamentamos saber que você deseja cancelar o benefício TotalPass. Para realizar o distrato, encaminharemos sua solicitação para um analista que vai acompanhar você durante todo o processo.
"
"Como os colaboradores acessam os aplicativos parceiros? (Smart Fit Coach, Psicologia Viva, Total Nutri, Queima Diária)","O acesso aos serviços online é feito diretamente através do app da TotalPass. Os colaboradores devem acessar a aba ""Parceiros"" para terem acesso ao Total Mind, Total Fit e Total Nutri, onde poderão utilizar o Psicologia Viva, Smart Coach entre outros! "
Qual o valor do serviço?,"Para realizar um orçamento acesse o site Simule: https://simule.totalpass.com/br, o processo é fácil!. Aceitamos todos os regimes de contratação, CLT, PJ, estagiário e outros. Todos são bem-vindos!
Importante: Caso possuam colaboradores Jovem Aprendiz, o benefício está disponível somente para usuários acima de 16 anos"
Gostaria de fazer uma cotação,"Para realizar um orçamento acesse o site Simule: https://simule.totalpass.com/br, o processo é fácil!. Aceitamos todos os regimes de contratação, CLT, PJ, estagiário e outros. Todos são bem-vindos!
Importante: Caso possuam colaboradores Jovem Aprendiz, o benefício está disponível somente para usuários acima de 16 anos"
Quanto custa o Total Pass?,"Para realizar um orçamento acesse o site Simule: https://simule.totalpass.com/br, o processo é fácil!. Aceitamos todos os regimes de contratação, CLT, PJ, estagiário e outros. Todos são bem-vindos!
Importante: Caso possuam colaboradores Jovem Aprendiz, o benefício está disponível somente para usuários acima de 16 anos"
Qual o valor para contratar pra minha empresa?,"Para realizar um orçamento acesse o site Simule: https://simule.totalpass.com/br, o processo é fácil!. Aceitamos todos os regimes de contratação, CLT, PJ, estagiário e outros. Todos são bem-vindos!
Importante: Caso possuam colaboradores Jovem Aprendiz, o benefício está disponível somente para usuários acima de 16 anos"
Qual o valor pra ter TotalPass?,"Para realizar um orçamento acesse o site Simule: https://simule.totalpass.com/br, o processo é fácil!. Aceitamos todos os regimes de contratação, CLT, PJ, estagiário e outros. Todos são bem-vindos!
Importante: Caso possuam colaboradores Jovem Aprendiz, o benefício está disponível somente para usuários acima de 16 anos"
Não recebi o e-mail de bem-vindos,"Se você garantiu seu acesso pelo Simule, fique atento. Após o e-mail de confirmação, em até 4 dias, você receberá nosso E-mail de Boas-Vindas com todas as informações necessárias.

Caso a TotalPass tenha sido adquirida por meio de um parceiro, não esqueça de conversar com eles para saber quando o benefício estará disponível.

Um detalhe importante: essas são direcionadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: https://simule.totalpass.com/br."
Nínguem entrou em contato comigo depois da contratação,"Se você garantiu seu acesso pelo Simule, fique atento. Após o e-mail de confirmação, em até 4 dias, você receberá nosso E-mail de Boas-Vindas com todas as informações necessárias.

Caso a TotalPass tenha sido adquirida por meio de um parceiro, não esqueça de conversar com eles para saber quando o benefício estará disponível.

Um detalhe importante: essas são direcionadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: https://simule.totalpass.com/br.
"
Quando eu vou saber que o benefíco já vai estar disponível?,"O processo de implantação do benefício TotalPass é concluído em até 12 dias após o recebimento do contrato.

Confira o cronograma por etapa:

Assinatura do termo de adesão (e liberação do canal, se a TotalPass for adquirida por meio de uma parceria) -> 4 dias
A empresa receberá um e-mail de boas-vindas -> 5 dias
Enviamos as informações de cadastro e acesso ao Portal RH -> 3 dias
Enviamos as peças de comunicação para divulgação do benefício na empresa!

Um detalhe importante: essas informações são direcionadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule:  https://simule.totalpass.com/br.

"
Eu não recebi nenhum contato do executivo,"Se você garantiu seu acesso pelo Simule, fique atento. Após o e-mail de confirmação, em até 4 dias, você receberá nosso E-mail de Boas-Vindas com todas as informações necessárias.

Caso a TotalPass tenha sido adquirida por meio de um parceiro, não esqueça de conversar com eles para saber quando o benefício estará disponível.

Um detalhe importante: essas são direcionadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: https://simule.totalpass.com/br."
Ainda não recebi e-mail da implantação do benefício,"Se você garantiu seu acesso pelo Simule, fique atento. Após o e-mail de confirmação, em até 4 dias, você receberá nosso E-mail de Boas-Vindas com todas as informações necessárias.

Caso a TotalPass tenha sido adquirida por meio de um parceiro, não esqueça de conversar com eles para saber quando o benefício estará disponível.

Um detalhe importante: essas são direcionadas para empresas atendidas pelo Customer Service, como aquelas com até 500 colaboradores que possuem TotalPass por parceria ou via Simule: https://simule.totalpass.com/br.

Se precisar de mais alguma coisa, conte com a gente."
"Não consigo fazer login, podem me ajudar?","Não se preocupe, vamos te ajudar.Tentando realizar seu cadastro no Portal RH, mas está enfrentando dificuldades? Nós enviamos um convite para criação de acesso para o e-mail informado no momento da contratação do benefício. Verifique sua caixa de entrada ou SPAM pelo e-mail 'Acesso Portal RH TotalPass'. A partir dele, é só seguir o passo a passo para concluir o cadastro.

Se não encontrar o e-mail, não se preocupe! Nossa equipe está pronta para ajudar. Podemos reenviar o e-mail ou até realizar o cadastro para você. Só nos avisar por aqui, por favor."
Como faço para acessar a área do RH?,"Não se preocupe, vamos te ajudar.Tentando realizar seu cadastro no Portal RH, mas está enfrentando dificuldades? Nós enviamos um convite para criação de acesso para o e-mail informado no momento da contratação do benefício. Verifique sua caixa de entrada ou SPAM pelo e-mail 'Acesso Portal RH TotalPass'. A partir dele, é só seguir o passo a passo para concluir o cadastro.

Se não encontrar o e-mail, não se preocupe! Nossa equipe está pronta para ajudar. Podemos reenviar o e-mail ou até realizar o cadastro para você. Só nos avisar por aqui, por favor."
"Tentei entrar, mas não tenho a senha","Não se preocupe, vamos te ajudar.Tentando realizar seu cadastro no Portal RH, mas está enfrentando dificuldades? Nós enviamos um convite para criação de acesso para o e-mail informado no momento da contratação do benefício. Verifique sua caixa de entrada ou SPAM pelo e-mail 'Acesso Portal RH TotalPass'. A partir dele, é só seguir o passo a passo para concluir o cadastro.

Se não encontrar o e-mail, não se preocupe! Nossa equipe está pronta para ajudar. Podemos reenviar o e-mail ou até realizar o cadastro para você. Só nos avisar por aqui, por favor."
Qual o login e senha do portal rh?,"Não se preocupe, vamos te ajudar.Tentando realizar seu cadastro no Portal RH, mas está enfrentando dificuldades? Nós enviamos um convite para criação de acesso para o e-mail informado no momento da contratação do benefício. Verifique sua caixa de entrada ou SPAM pelo e-mail 'Acesso Portal RH TotalPass'. A partir dele, é só seguir o passo a passo para concluir o cadastro.

Se não encontrar o e-mail, não se preocupe! Nossa equipe está pronta para ajudar. Podemos reenviar o e-mail ou até realizar o cadastro para você. Só nos avisar por aqui, por favor."
"Sou MEI, posso contratar a TotalPass?","Ficamos felizes com o seu interesse na TotalPass! No momento, não realizamos parceria com MEI, somente empresas a partir de 5 vidas, mas quem sabe isso mude no futuro?! Se mantenha por dentro das nossas novidades nos seguindo em nossas Redes Sociais."
"Quando a empresa cancela, como ficam os funcionários?","Após realizar o cancelamento, os colaboradores serão desligados ao encerrar o aviso prévio. Aqueles que possuem plano ativo, poderão utilizar até o final do ciclo vigente. Por exemplo: Seu colaborador está no ciclo 05/06 à 04/07. Ele foi desligado em 01/07. Portanto, poderá utilziar o plano até 04/07 e, a partir de 05/07 ficará inativo. "
O que acontece com os colaboradores quando a empresa cancela o contrato?,"Após realizar o cancelamento, os colaboradores serão desligados ao encerrar o aviso prévio. Aqueles que possuem plano ativo, poderão utilizar até o final do ciclo vigente. Por exemplo: Seu colaborador está no ciclo 05/06 à 04/07. Ele foi desligado em 01/07. Portanto, poderá utilziar o plano até 04/07 e, a partir de 05/07 ficará inativo. "
"Após o cancelamento por parte da empresa, os funcionários continuam com acesso?","Após realizar o cancelamento, os colaboradores serão desligados ao encerrar o aviso prévio. Aqueles que possuem plano ativo, poderão utilizar até o final do ciclo vigente. Por exemplo: Seu colaborador está no ciclo 05/06 à 04/07. Ele foi desligado em 01/07. Portanto, poderá utilziar o plano até 04/07 e, a partir de 05/07 ficará inativo. "
A minha empresa pode oferecer a TotalPass para dependentes? Quais são as regras?,"A contratação da TotalPass está disponível para empresas a partir de 5 colaboradores. No entanto, a opção de estender o benefício para a inclusão de dependentes só é liberada para empresas que contratam a partir de 21 vidas (colaboradores). Ou seja, se a empresa possui 21 ou mais colaboradores, ela poderá oferecer o benefício também aos familiares!"
"Recebi uma mensagem da TotalPass no WhatsApp, é seguro? A TotalPass faz contato comercial por WhatsApp?","Sim, o contato é válido e seguro! Nosso time de executivos comerciais utiliza oficialmente o WhatsApp para entrar em contato com as empresas, tirar dúvidas e realizar todas as negociações. É um dos nossos canais oficiais para garantir um atendimento mais ágil e próximo com você."
"Quais são as formas de pagamento da taxa (fee) da empresa? É por boleto, cartão de crédito ou faturamento?","O pagamento do Fee é feito via boleto. Você terá acesso ao Portal RH, onde poderá gerenciar seus colaboradores e seus pagamentos!"
Existe alguma carência após a contratação para que meus colaboradores comecem a usar as academias?,"Não, assim que o benefício da TotalPass for ativo em sua empresa, os seus colaboradores já poderão contratar o benefício e começar a utilizar! "
Posso contratar a TotalPass apenas para os funcionários que vão utilizar o plano? / Posso escolher a quantidade de funcionários no contrato?,"Não. O contrato da TotalPass é sempre baseado na quantidade total de colaboradores que a sua empresa possui, e não apenas naqueles que demonstram interesse inicial em usar o benefício. 
O cálculo do investimento mensal leva em consideração todo o quadro de funcionários da empresa (a partir de 5 vidas)."
